datum,žák,předmět,známka
13.6.,Rusalka,Psaní,1
22.6.,Rumcasj,Programování,2
23.2.,Tom,Zeměpis,2
12.5.,Gump,Grafika,1
27.5.,Bystrozraký,Programování,2
13.5.,Šebestová,Čtení,3
24.4.,Krátkozraký,Čtení,1
1.5.,Fantomas,Čtení,2
10.3.,Bob,Zeměpis,3
11.6.,Popelka,Programování,2
14.4.,Ferda,Programování,1
15.2.,Rumcasj,Grafika,1
5.3.,Karkulka,Zpěv,1
4.6.,Pažout,Zpěv,3
7.6.,Bobek,Matematika,1
6.5.,Jerry,Čtení,1
26.5.,Šebestová,Programování,1
16.3.,Bobek,Grafika,3
27.3.,Jasoň,Tělocvik,1
27.4.,Ferda,Programování,1
1.4.,Rusalka,Psaní,1
20.2.,Dlouhý,Psaní,2
26.2.,Gump,Programování,3
13.4.,Popelka,Matematika,1
19.2.,Krátkozraký,Zpěv,2
4.4.,Popelka,Zeměpis,1
23.2.,Horáček,Zpěv,5
16.2.,Fantomas,Matematika,1
11.5.,Nemo,Zeměpis,1
9.2.,Nemo,Zeměpis,2
12.5.,Tom,Programování,2
7.5.,Široký,Psaní,2
24.4.,Rumcasj,Tělocvik,3
2.3.,Tuček,Zpěv,2
2.3.,Šlajs,Zpěv,2
6.5.,Krátkozraký,Grafika,2
12.3.,Drsoň,Grafika,2
26.6.,Horáček,Zpěv,1
10.6.,Sněhurka,Grafika,1
27.2.,Jasoň,Čtení,2
23.4.,Horáček,Zpěv,1
9.3.,Rumcasj,Grafika,4
6.6.,Zvonilka,Matematika,1
12.5.,Karkulka,Zpěv,1
3.6.,Potter,Zpěv,1
8.6.,Tom,Psaní,2
13.4.,Arabela,Programování,1
8.4.,Zvonilka,Grafika,1
18.6.,Rumcasj,Psaní,1
12.2.,Krátkozraký,Programování,3
10.4.,Drsoň,Tělocvik,1
26.4.,Nemo,Matematika,1
16.3.,Dlouhý,Zeměpis,1
27.2.,Fantomas,Zeměpis,4
8.2.,Ferda,Grafika,2
27.2.,Krakonoš,Zpěv,1
18.4.,Bob,Matematika,4
11.2.,Široký,Čtení,3
6.6.,Drsoň,Čtení,2
9.3.,Bob,Zeměpis,1
19.4.,Sněhurka,Psaní,1
15.4.,Tom,Matematika,1
9.5.,Nemo,Psaní,3
28.6.,Široký,Psaní,1
11.6.,Krátkozraký,Psaní,2
9.4.,Karkulka,Tělocvik,1
1.4.,Potter,Grafika,1
12.2.,Potter,Tělocvik,1
25.2.,Krakonoš,Zeměpis,2
11.3.,Jasoň,Zeměpis,1
25.6.,Široký,Čtení,1
12.4.,Rusalka,Matematika,1
18.2.,Horáček,Zpěv,1
8.4.,Popelka,Matematika,2
6.5.,Jerry,Tělocvik,3
26.6.,Karkulka,Grafika,1
21.2.,Krakonoš,Zpěv,1
20.3.,Krakonoš,Matematika,2
13.6.,Arabela,Tělocvik,1
28.4.,Dlouhý,Grafika,1
23.5.,Krátkozraký,Programování,1
7.4.,Drsoň,Grafika,1
5.5.,Tom,Psaní,2
11.2.,Fantomas,Zpěv,1
20.5.,Dlouhý,Psaní,1
28.3.,Drsoň,Zpěv,2
27.2.,Krátkozraký,Zpěv,2
2.5.,Arabela,Psaní,1
19.3.,Pažout,Programování,5
3.2.,Drsoň,Tělocvik,2
8.3.,Tuček,Psaní,2
8.3.,Šlajs,Psaní,2
9.2.,Krakonoš,Programování,1
12.4.,Drsoň,Zpěv,2
28.6.,Karkulka,Matematika,1
16.2.,Bystrozraký,Zeměpis,2
1.4.,Bob,Zeměpis,3
16.3.,Sněhurka,Tělocvik,1
1.2.,Mach,Zpěv,1
10.2.,Jerry,Psaní,2
6.2.,Potter,Zeměpis,1
24.3.,Jerry,Zpěv,2
7.6.,Potter,Matematika,1
19.5.,Fantomas,Matematika,2
1.5.,Dlouhý,Grafika,3
27.6.,Arabela,Grafika,2
24.6.,Drsoň,Programování,3
2.6.,Rusalka,Tělocvik,2
4.2.,Bob,Programování,4
14.5.,Potter,Grafika,1
14.6.,Fantomas,Matematika,3
6.4.,Široký,Čtení,1
4.3.,Ferda,Zeměpis,1
5.2.,Pažout,Grafika,3
3.6.,Tuček,Čtení,2
3.6.,Šlajs,Čtení,2
19.2.,Gump,Programování,3
9.3.,Popelka,Programování,2
15.5.,Dlouhý,Grafika,3
17.3.,Rumcasj,Tělocvik,1
26.2.,Mach,Grafika,1
27.6.,Zvonilka,Psaní,2
25.2.,Jasoň,Grafika,1
16.3.,Mach,Programování,1
4.3.,Krátkozraký,Tělocvik,1
5.5.,Bob,Matematika,1
10.2.,Mach,Matematika,1
13.2.,Nemo,Zpěv,1
1.2.,Rumcasj,Programování,3
27.2.,Sněhurka,Grafika,1
2.2.,Arabela,Zpěv,1
28.5.,Pažout,Grafika,4
13.4.,Popelka,Psaní,1
14.3.,Horáček,Zeměpis,5
3.3.,Ferda,Matematika,1
3.2.,Gump,Matematika,1
6.4.,Tuček,Čtení,1
6.4.,Šlajs,Čtení,1
22.3.,Rumcasj,Matematika,2
24.6.,Pažout,Tělocvik,5
9.3.,Drsoň,Zeměpis,1
18.4.,Bystrozraký,Tělocvik,1
15.3.,Krátkozraký,Čtení,2
6.2.,Gump,Programování,2
11.4.,Arabela,Grafika,1
25.5.,Bob,Programování,1
10.4.,Drsoň,Matematika,2
19.6.,Mach,Programování,1
21.4.,Bobek,Programování,1
23.2.,Fantomas,Grafika,2
5.6.,Arabela,Tělocvik,1
22.5.,Horáček,Grafika,4
28.2.,Bob,Zpěv,4
8.5.,Horáček,Matematika,3
15.3.,Pažout,Matematika,5
17.5.,Široký,Tělocvik,1
1.4.,Pažout,Zpěv,4
3.4.,Popelka,Psaní,1
11.6.,Popelka,Zeměpis,2
22.2.,Krakonoš,Čtení,2
27.5.,Pažout,Matematika,5
20.2.,Bobek,Grafika,1
26.5.,Krátkozraký,Programování,1
11.6.,Jasoň,Tělocvik,2
15.6.,Karkulka,Matematika,1
11.6.,Mach,Grafika,1
15.3.,Široký,Matematika,1
17.5.,Gump,Zpěv,1
26.2.,Krakonoš,Zpěv,1
18.2.,Šebestová,Zpěv,1
4.6.,Pažout,Psaní,5
27.6.,Jerry,Matematika,2
9.3.,Bystrozraký,Matematika,3
16.2.,Sněhurka,Psaní,1
27.6.,Horáček,Matematika,2
19.3.,Arabela,Matematika,1
1.3.,Bobek,Matematika,1
15.5.,Horáček,Programování,5
28.5.,Karkulka,Matematika,1
25.4.,Bystrozraký,Grafika,1
3.5.,Mach,Tělocvik,1
19.5.,Gump,Grafika,1
1.3.,Bobek,Psaní,2
18.3.,Zvonilka,Zpěv,1
5.4.,Tuček,Psaní,1
5.4.,Šlajs,Psaní,1
18.4.,Nemo,Tělocvik,3
26.2.,Zvonilka,Zpěv,1
23.4.,Rumcasj,Čtení,1
17.3.,Tom,Matematika,3
16.6.,Dlouhý,Psaní,1
16.5.,Pažout,Psaní,5
25.4.,Tuček,Čtení,3
25.4.,Šlajs,Čtení,3
7.2.,Dlouhý,Matematika,1
14.4.,Krakonoš,Zpěv,2
25.4.,Horáček,Grafika,2
15.3.,Rumcasj,Psaní,1
20.5.,Gump,Čtení,3
17.4.,Pažout,Čtení,2
6.2.,Zvonilka,Grafika,1
11.5.,Bystrozraký,Tělocvik,1
6.6.,Drsoň,Psaní,3
26.6.,Sněhurka,Grafika,1
18.4.,Bystrozraký,Tělocvik,2
17.2.,Šebestová,Čtení,1
13.3.,Nemo,Čtení,1
2.2.,Potter,Čtení,1
14.5.,Popelka,Matematika,1
14.6.,Bob,Matematika,3
1.2.,Pažout,Zeměpis,4
1.2.,Sněhurka,Čtení,1
8.3.,Krakonoš,Matematika,1
6.6.,Dlouhý,Grafika,1
11.4.,Bob,Zpěv,1
27.4.,Nemo,Psaní,3
21.2.,Široký,Zpěv,1
19.4.,Fantomas,Zeměpis,2
22.4.,Pažout,Psaní,5
9.3.,Bob,Zpěv,1
23.6.,Popelka,Psaní,1
15.6.,Sněhurka,Matematika,1
17.4.,Popelka,Čtení,1
14.4.,Tuček,Tělocvik,2
14.4.,Šlajs,Tělocvik,2
9.2.,Tuček,Programování,1
9.2.,Šlajs,Programování,1
16.3.,Arabela,Matematika,1
18.3.,Široký,Programování,1
13.2.,Zvonilka,Programování,1
24.4.,Sněhurka,Zeměpis,1
6.6.,Dlouhý,Programování,1
8.3.,Nemo,Programování,1
28.3.,Arabela,Čtení,1
22.6.,Bob,Psaní,2
16.2.,Rumcasj,Zeměpis,2
16.6.,Gump,Tělocvik,1
22.3.,Jasoň,Grafika,1
16.5.,Krátkozraký,Matematika,1
27.2.,Jasoň,Grafika,1
20.5.,Jasoň,Grafika,1
22.2.,Bob,Psaní,2
23.5.,Široký,Matematika,2
17.4.,Tom,Matematika,2
5.3.,Dlouhý,Matematika,1
10.4.,Tom,Zpěv,3
25.4.,Pažout,Matematika,5
9.4.,Dlouhý,Matematika,1
25.4.,Rusalka,Psaní,1
20.6.,Krakonoš,Zpěv,1
17.5.,Karkulka,Tělocvik,1
2.6.,Drsoň,Programování,2
1.2.,Tuček,Matematika,1
1.2.,Šlajs,Matematika,1
19.5.,Horáček,Zeměpis,4
28.5.,Ferda,Matematika,1
19.6.,Nemo,Čtení,1
9.3.,Zvonilka,Tělocvik,1
3.4.,Ferda,Čtení,1
13.3.,Ferda,Grafika,1
17.3.,Rumcasj,Grafika,1
25.3.,Horáček,Čtení,3
5.2.,Zvonilka,Tělocvik,2
25.5.,Jerry,Čtení,2
26.5.,Bob,Matematika,3
17.6.,Bystrozraký,Psaní,1
15.5.,Jerry,Čtení,1
26.6.,Popelka,Grafika,1
14.4.,Bobek,Psaní,2
19.4.,Ferda,Zeměpis,1
5.4.,Jasoň,Matematika,1
7.4.,Tuček,Psaní,3
7.4.,Šlajs,Psaní,3
1.6.,Popelka,Matematika,1
10.4.,Dlouhý,Tělocvik,1
12.6.,Horáček,Zeměpis,3
24.4.,Horáček,Programování,1
26.3.,Fantomas,Grafika,3
22.4.,Gump,Matematika,1
22.6.,Nemo,Programování,1
26.4.,Jasoň,Zeměpis,1
20.2.,Šebestová,Programování,1
10.6.,Bystrozraký,Zeměpis,1
2.4.,Bystrozraký,Zeměpis,1
2.4.,Gump,Tělocvik,1
14.2.,Bob,Programování,2
19.2.,Popelka,Psaní,1
27.6.,Arabela,Zpěv,2
19.4.,Karkulka,Zpěv,1
23.4.,Krakonoš,Matematika,1
27.4.,Arabela,Grafika,2
17.3.,Tom,Grafika,3
2.5.,Jasoň,Grafika,2
4.5.,Tom,Grafika,3
25.3.,Bobek,Čtení,3
1.3.,Karkulka,Zeměpis,1
4.3.,Dlouhý,Zeměpis,3
22.3.,Arabela,Zeměpis,1
26.6.,Bystrozraký,Tělocvik,1
16.4.,Rusalka,Programování,1
9.5.,Bystrozraký,Psaní,1
9.2.,Popelka,Grafika,1
24.2.,Horáček,Čtení,1
18.4.,Jerry,Čtení,2
14.4.,Krátkozraký,Programování,2
28.4.,Jasoň,Matematika,1
16.4.,Drsoň,Zeměpis,2
3.4.,Šebestová,Grafika,2
25.3.,Jasoň,Matematika,2
2.3.,Krakonoš,Zeměpis,1
24.6.,Karkulka,Zpěv,1
15.2.,Mach,Matematika,1
23.4.,Krátkozraký,Čtení,1
22.6.,Široký,Programování,2
13.5.,Tom,Tělocvik,2
3.6.,Široký,Programování,1
2.4.,Rumcasj,Grafika,3
12.6.,Sněhurka,Grafika,1
21.3.,Krakonoš,Grafika,1
5.6.,Jasoň,Grafika,1
21.4.,Krátkozraký,Zpěv,1
22.4.,Horáček,Matematika,4
26.3.,Mach,Matematika,2
16.3.,Tuček,Tělocvik,3
16.3.,Šlajs,Tělocvik,3
14.6.,Sněhurka,Čtení,1
3.3.,Krátkozraký,Zeměpis,1
13.3.,Arabela,Matematika,2
26.4.,Krátkozraký,Programování,1
21.2.,Ferda,Tělocvik,1
7.2.,Bobek,Zpěv,2
3.3.,Fantomas,Zeměpis,2
2.5.,Mach,Zpěv,1
26.2.,Tuček,Tělocvik,2
26.2.,Šlajs,Tělocvik,2
25.3.,Potter,Programování,1
15.4.,Jerry,Tělocvik,2
11.4.,Nemo,Matematika,3
9.4.,Pažout,Tělocvik,5
3.2.,Rumcasj,Matematika,3
2.3.,Nemo,Čtení,1
27.5.,Sněhurka,Zeměpis,1
14.2.,Popelka,Grafika,1
6.5.,Sněhurka,Tělocvik,1
20.6.,Nemo,Čtení,2
18.2.,Krakonoš,Zpěv,1
26.3.,Gump,Čtení,1
1.6.,Krakonoš,Grafika,1
1.3.,Široký,Programování,1
2.6.,Gump,Čtení,4
1.3.,Drsoň,Zeměpis,3
1.6.,Tuček,Čtení,1
1.6.,Šlajs,Čtení,1
25.4.,Tom,Matematika,1
13.3.,Rumcasj,Tělocvik,1
2.3.,Popelka,Zeměpis,1
13.3.,Gump,Zpěv,4
20.6.,Pažout,Tělocvik,3
11.3.,Gump,Grafika,2
7.2.,Krakonoš,Čtení,1
16.6.,Horáček,Tělocvik,1
6.4.,Jasoň,Zeměpis,1
9.3.,Krátkozraký,Čtení,1
26.2.,Arabela,Programování,1
13.5.,Mach,Psaní,2
13.6.,Mach,Matematika,2
18.3.,Jasoň,Grafika,1
6.3.,Arabela,Tělocvik,1
3.5.,Krátkozraký,Čtení,2
26.4.,Rumcasj,Zeměpis,2
18.4.,Široký,Matematika,1
6.2.,Tom,Zpěv,1
17.2.,Potter,Psaní,1
8.2.,Krátkozraký,Psaní,1
2.4.,Ferda,Grafika,1
27.3.,Bystrozraký,Čtení,1
27.4.,Horáček,Zpěv,3
4.6.,Tom,Zeměpis,1
8.4.,Arabela,Matematika,2
9.2.,Rumcasj,Matematika,3
5.4.,Šebestová,Tělocvik,1
9.6.,Ferda,Programování,1
11.6.,Bob,Čtení,1
23.2.,Jerry,Čtení,3
21.4.,Gump,Tělocvik,1
7.5.,Sněhurka,Čtení,1
6.6.,Sněhurka,Programování,1
28.6.,Široký,Zpěv,1
5.4.,Jasoň,Matematika,1
8.6.,Pažout,Zeměpis,4
7.4.,Bobek,Programování,1
26.3.,Sněhurka,Zeměpis,1
23.3.,Krátkozraký,Čtení,1
24.6.,Nemo,Zeměpis,1
15.5.,Potter,Zpěv,1
3.2.,Horáček,Matematika,3
24.4.,Jerry,Programování,2
5.4.,Jerry,Grafika,2
1.5.,Rumcasj,Matematika,3
1.4.,Rusalka,Tělocvik,1
9.6.,Šebestová,Programování,2
19.6.,Jerry,Matematika,2
14.5.,Krakonoš,Grafika,1
2.3.,Sněhurka,Tělocvik,1
16.3.,Mach,Čtení,2
6.6.,Nemo,Psaní,3
13.4.,Jasoň,Zpěv,2
16.2.,Jasoň,Zeměpis,2
12.5.,Zvonilka,Zpěv,2
4.4.,Šebestová,Programování,2
2.4.,Bystrozraký,Čtení,1
7.4.,Fantomas,Zeměpis,2
7.6.,Pažout,Tělocvik,5
14.5.,Široký,Zpěv,1
12.6.,Široký,Programování,2
14.4.,Jerry,Grafika,2
15.5.,Jerry,Grafika,2
8.2.,Drsoň,Psaní,2
25.4.,Potter,Zeměpis,1
18.6.,Tuček,Programování,4
18.6.,Šlajs,Programování,4
3.4.,Bobek,Matematika,1
17.5.,Tuček,Psaní,3
17.5.,Šlajs,Psaní,3
27.5.,Tuček,Čtení,1
27.5.,Šlajs,Čtení,1
11.4.,Arabela,Programování,1
21.5.,Sněhurka,Tělocvik,1
4.5.,Gump,Grafika,2
18.5.,Karkulka,Zpěv,1
2.6.,Bystrozraký,Zpěv,2
12.5.,Potter,Čtení,1
18.3.,Krakonoš,Matematika,2
5.6.,Fantomas,Psaní,3
18.2.,Horáček,Psaní,1
26.4.,Horáček,Matematika,2
18.2.,Bystrozraký,Čtení,2
21.5.,Bob,Zpěv,4
16.5.,Drsoň,Matematika,3
12.3.,Potter,Psaní,1
21.4.,Rumcasj,Matematika,3
23.2.,Sněhurka,Psaní,1
3.3.,Široký,Čtení,1
12.5.,Gump,Programování,2
22.5.,Gump,Matematika,4
1.2.,Bob,Tělocvik,2
25.6.,Široký,Tělocvik,1
2.2.,Ferda,Čtení,1
22.4.,Krátkozraký,Grafika,1
1.6.,Bob,Tělocvik,2
5.4.,Sněhurka,Čtení,1
17.4.,Krátkozraký,Zpěv,1
6.6.,Jerry,Programování,2
22.2.,Popelka,Zpěv,1
7.4.,Rusalka,Zeměpis,2
6.5.,Mach,Tělocvik,1
14.5.,Rusalka,Zpěv,2
18.2.,Tuček,Zeměpis,2
18.2.,Šlajs,Zeměpis,2
12.3.,Tom,Programování,2
1.2.,Ferda,Grafika,1
21.5.,Horáček,Zpěv,5
14.5.,Rumcasj,Čtení,2
1.6.,Tuček,Psaní,4
1.6.,Šlajs,Psaní,4
8.3.,Karkulka,Zeměpis,1
22.4.,Krátkozraký,Zeměpis,2
12.6.,Ferda,Matematika,2
8.6.,Tom,Zpěv,3
28.5.,Krátkozraký,Matematika,1
19.5.,Jerry,Zpěv,1
18.5.,Dlouhý,Matematika,3
25.6.,Tuček,Tělocvik,3
25.6.,Šlajs,Tělocvik,3
3.6.,Zvonilka,Čtení,2
3.3.,Nemo,Zeměpis,1
16.5.,Sněhurka,Zeměpis,1
26.2.,Krátkozraký,Grafika,1
1.5.,Nemo,Čtení,1
7.5.,Gump,Tělocvik,3
25.2.,Sněhurka,Grafika,1
18.6.,Bystrozraký,Psaní,2
27.6.,Karkulka,Grafika,1
21.6.,Krátkozraký,Zpěv,1
19.4.,Ferda,Čtení,1
3.4.,Sněhurka,Tělocvik,1
26.4.,Ferda,Čtení,1
13.6.,Potter,Programování,1
4.2.,Potter,Tělocvik,1
15.5.,Bobek,Psaní,1
21.2.,Šebestová,Psaní,1
2.4.,Bob,Zeměpis,3
15.6.,Šebestová,Zpěv,1
7.5.,Bobek,Zeměpis,3
22.2.,Bystrozraký,Matematika,2
25.6.,Karkulka,Zpěv,1
6.3.,Nemo,Tělocvik,2
19.5.,Pažout,Zpěv,3
21.4.,Bobek,Zeměpis,1
24.5.,Rumcasj,Zpěv,3
13.5.,Gump,Psaní,2
15.3.,Zvonilka,Grafika,1
7.2.,Tuček,Psaní,2
7.2.,Šlajs,Psaní,2
3.5.,Krakonoš,Grafika,1
26.3.,Rusalka,Grafika,1
19.3.,Horáček,Zeměpis,4
14.4.,Drsoň,Zpěv,2
17.5.,Krátkozraký,Zeměpis,2
24.5.,Tom,Zpěv,2
3.6.,Široký,Tělocvik,3
7.3.,Bobek,Grafika,1
9.2.,Gump,Matematika,3
23.2.,Bystrozraký,Zeměpis,2
2.2.,Drsoň,Zpěv,1
12.3.,Jasoň,Zpěv,2
17.2.,Krakonoš,Čtení,2
1.6.,Zvonilka,Tělocvik,2
21.5.,Bobek,Tělocvik,1
17.2.,Drsoň,Tělocvik,2
17.2.,Fantomas,Grafika,3
18.2.,Nemo,Zeměpis,3
2.4.,Jerry,Psaní,1
13.5.,Dlouhý,Čtení,2
12.6.,Krátkozraký,Matematika,1
11.4.,Dlouhý,Matematika,1
9.2.,Krátkozraký,Čtení,1
6.6.,Pažout,Grafika,5
18.3.,Arabela,Zpěv,1
7.2.,Jerry,Matematika,2
2.2.,Drsoň,Programování,2
10.2.,Jasoň,Matematika,2
3.6.,Rumcasj,Čtení,2
17.3.,Fantomas,Psaní,1
2.4.,Ferda,Zeměpis,1
15.4.,Tom,Zeměpis,2
10.4.,Arabela,Grafika,1
24.5.,Nemo,Psaní,1
20.3.,Tuček,Matematika,1
20.3.,Šlajs,Matematika,1
6.5.,Fantomas,Čtení,1
11.4.,Jasoň,Programování,2
12.5.,Rumcasj,Zeměpis,3
8.4.,Potter,Programování,1
3.2.,Široký,Čtení,1
19.4.,Bystrozraký,Programování,1
18.3.,Jerry,Tělocvik,3
14.2.,Bob,Psaní,1
28.4.,Jasoň,Tělocvik,1
26.4.,Bobek,Čtení,2
28.6.,Zvonilka,Zeměpis,2
2.5.,Gump,Psaní,1
25.3.,Karkulka,Zeměpis,1
17.3.,Pažout,Programování,3
19.6.,Tom,Zeměpis,1
12.5.,Nemo,Psaní,1
17.6.,Zvonilka,Zpěv,2
14.3.,Široký,Zeměpis,1
18.6.,Mach,Tělocvik,1
28.3.,Potter,Programování,1
1.6.,Rusalka,Tělocvik,1
5.3.,Drsoň,Zpěv,2
25.2.,Krátkozraký,Zeměpis,1
18.3.,Jerry,Tělocvik,2
17.4.,Drsoň,Grafika,3
28.3.,Tom,Psaní,1
7.6.,Ferda,Tělocvik,1
14.5.,Rumcasj,Programování,1
25.2.,Tuček,Grafika,2
25.2.,Šlajs,Grafika,2
21.2.,Rusalka,Zeměpis,1
14.3.,Široký,Programování,1
8.6.,Horáček,Psaní,2
11.4.,Arabela,Programování,1
28.3.,Horáček,Matematika,2
25.3.,Arabela,Zpěv,1
10.5.,Široký,Tělocvik,3
9.5.,Sněhurka,Grafika,1
1.3.,Popelka,Tělocvik,1
8.4.,Popelka,Programování,2
25.6.,Široký,Grafika,1
19.3.,Pažout,Programování,5
13.3.,Nemo,Zpěv,1
20.3.,Šebestová,Zpěv,1
8.4.,Jasoň,Zpěv,1
5.4.,Pažout,Grafika,3
8.4.,Nemo,Grafika,1
26.4.,Ferda,Čtení,1
6.4.,Tuček,Zeměpis,1
6.4.,Šlajs,Zeměpis,1
4.4.,Ferda,Zpěv,2
28.6.,Mach,Psaní,1
20.5.,Jasoň,Čtení,1
13.2.,Nemo,Tělocvik,1
1.4.,Popelka,Grafika,1
14.3.,Pažout,Matematika,2
5.5.,Fantomas,Zeměpis,3
3.3.,Potter,Programování,1
12.4.,Mach,Zeměpis,1
22.4.,Gump,Zeměpis,1
8.5.,Krátkozraký,Zeměpis,2
15.2.,Rumcasj,Tělocvik,3
15.2.,Mach,Čtení,2
24.2.,Krakonoš,Psaní,2
2.4.,Karkulka,Tělocvik,1
5.2.,Pažout,Psaní,3
27.6.,Široký,Čtení,2
26.3.,Tom,Grafika,2
6.3.,Nemo,Zpěv,1
1.2.,Sněhurka,Zpěv,1
20.6.,Rusalka,Grafika,1
19.3.,Krátkozraký,Programování,1
12.6.,Horáček,Matematika,5
11.3.,Gump,Zeměpis,3
9.4.,Sněhurka,Zeměpis,1
21.3.,Horáček,Programování,5
9.5.,Nemo,Zeměpis,3
5.5.,Karkulka,Zpěv,1
5.4.,Široký,Zeměpis,2
10.6.,Drsoň,Matematika,1
23.4.,Sněhurka,Zpěv,1
14.6.,Popelka,Matematika,1
22.2.,Šebestová,Tělocvik,1
28.2.,Dlouhý,Zpěv,1
13.5.,Nemo,Grafika,1
20.4.,Pažout,Grafika,3
3.2.,Drsoň,Zeměpis,2
4.3.,Gump,Tělocvik,2
22.6.,Rumcasj,Grafika,1
13.6.,Horáček,Matematika,2
19.5.,Bobek,Čtení,1
2.4.,Popelka,Tělocvik,2
10.2.,Rusalka,Grafika,1
5.3.,Pažout,Matematika,4
10.3.,Arabela,Zeměpis,1
9.6.,Pažout,Programování,4
12.3.,Dlouhý,Grafika,2
24.3.,Jerry,Tělocvik,2
28.2.,Gump,Matematika,3
17.3.,Drsoň,Matematika,2
5.3.,Tuček,Zeměpis,2
5.3.,Šlajs,Zeměpis,2
21.2.,Sněhurka,Psaní,1
12.5.,Rusalka,Programování,1
4.2.,Bob,Tělocvik,4
10.4.,Sněhurka,Zpěv,1
27.5.,Krátkozraký,Grafika,2
14.2.,Pažout,Grafika,5
22.2.,Široký,Zeměpis,2
18.3.,Jasoň,Grafika,1
20.5.,Mach,Tělocvik,1
7.4.,Bob,Čtení,1
23.2.,Rumcasj,Čtení,1
3.6.,Bystrozraký,Psaní,2
2.6.,Široký,Psaní,2
19.5.,Horáček,Grafika,1
18.3.,Drsoň,Čtení,2
2.3.,Arabela,Programování,1
4.2.,Jerry,Programování,2
26.3.,Tom,Programování,3
7.6.,Tuček,Psaní,3
7.6.,Šlajs,Psaní,3
11.6.,Karkulka,Zeměpis,1
5.3.,Jasoň,Čtení,1
8.4.,Široký,Zeměpis,1
26.6.,Tuček,Čtení,2
26.6.,Šlajs,Čtení,2
25.5.,Šebestová,Psaní,1
7.6.,Karkulka,Matematika,1
24.4.,Nemo,Tělocvik,3
2.3.,Rumcasj,Matematika,2
11.5.,Jasoň,Matematika,2
12.2.,Fantomas,Programování,3
12.6.,Krátkozraký,Psaní,1
19.2.,Krakonoš,Čtení,1
24.6.,Bystrozraký,Zpěv,3
7.3.,Bob,Zeměpis,3
16.3.,Bobek,Zeměpis,2
27.3.,Zvonilka,Zpěv,1
11.3.,Karkulka,Psaní,1
17.5.,Bystrozraký,Čtení,2
4.5.,Bobek,Psaní,1
10.5.,Bystrozraký,Psaní,1
23.3.,Bobek,Psaní,1
19.4.,Jerry,Čtení,3
16.4.,Horáček,Grafika,5
13.2.,Dlouhý,Zpěv,1
22.4.,Jasoň,Zeměpis,1
7.2.,Fantomas,Čtení,1
16.6.,Gump,Grafika,1
16.3.,Zvonilka,Psaní,1
22.4.,Pažout,Tělocvik,3
17.2.,Široký,Matematika,1
10.5.,Krátkozraký,Zpěv,2
13.4.,Jerry,Programování,2
15.5.,Šebestová,Zpěv,2
18.5.,Šebestová,Psaní,1
4.5.,Arabela,Zpěv,1
16.5.,Bobek,Zeměpis,2
2.4.,Gump,Tělocvik,3
25.6.,Nemo,Tělocvik,1
5.2.,Jerry,Zeměpis,1
18.4.,Popelka,Matematika,1
3.6.,Fantomas,Matematika,2
2.2.,Bobek,Čtení,3
4.5.,Mach,Matematika,2
21.5.,Karkulka,Čtení,1
18.3.,Ferda,Psaní,1
7.3.,Široký,Tělocvik,1
14.3.,Tom,Zpěv,2
25.5.,Šebestová,Zpěv,2
19.3.,Široký,Zpěv,2
15.3.,Fantomas,Tělocvik,3
1.3.,Krakonoš,Psaní,1
12.3.,Popelka,Čtení,1
10.3.,Šebestová,Grafika,1
16.5.,Bob,Matematika,4
8.5.,Karkulka,Programování,1
4.4.,Nemo,Grafika,1
1.3.,Sněhurka,Programování,1
8.2.,Jerry,Grafika,2
14.2.,Arabela,Zpěv,1
5.5.,Drsoň,Tělocvik,3
5.4.,Bobek,Zeměpis,1
11.5.,Arabela,Psaní,1
16.6.,Krakonoš,Psaní,1
27.6.,Ferda,Programování,1
7.5.,Rusalka,Matematika,1
24.4.,Drsoň,Zeměpis,1
8.2.,Bob,Zeměpis,1
25.5.,Mach,Psaní,1
19.2.,Sněhurka,Psaní,1
12.6.,Krátkozraký,Grafika,2
15.6.,Široký,Čtení,1
7.4.,Horáček,Programování,2
28.6.,Horáček,Zeměpis,1
7.4.,Bob,Matematika,1
25.6.,Arabela,Matematika,2
12.6.,Potter,Matematika,1
20.6.,Bystrozraký,Grafika,1
10.5.,Široký,Zpěv,1
6.4.,Krátkozraký,Zeměpis,3
22.5.,Tom,Psaní,2
27.4.,Krátkozraký,Tělocvik,2
1.4.,Pažout,Matematika,5
26.3.,Jerry,Matematika,3
10.3.,Bob,Psaní,2
24.6.,Drsoň,Psaní,2
8.6.,Pažout,Matematika,5
26.6.,Jerry,Psaní,2
16.5.,Popelka,Čtení,1
17.4.,Drsoň,Zeměpis,3
3.4.,Tuček,Psaní,1
3.4.,Šlajs,Psaní,1
21.3.,Šebestová,Zeměpis,2
27.6.,Popelka,Matematika,1
2.4.,Zvonilka,Tělocvik,1
14.4.,Zvonilka,Tělocvik,1
23.4.,Rumcasj,Zeměpis,1
23.6.,Rumcasj,Zpěv,4
10.5.,Dlouhý,Matematika,3
8.5.,Jerry,Zpěv,2
10.4.,Bystrozraký,Matematika,2
12.2.,Rusalka,Čtení,2
18.4.,Bystrozraký,Grafika,2
23.3.,Pažout,Tělocvik,4
3.6.,Drsoň,Zeměpis,1
3.4.,Jerry,Programování,3
7.2.,Pažout,Tělocvik,3
4.6.,Horáček,Tělocvik,2
20.2.,Horáček,Tělocvik,5
26.6.,Bobek,Zeměpis,1
